time,Hefei,Wuhu,Bengbu,Huainan,Maanshan,Huaibei,Tongling,Anqing,Huangshan,Chuzhou,Fuyang,Suzhou,Lu_an,Bozhou,Chizhou,Xuancheng
2020-01-01 00:00:00,0.10497698596879548,0.14525436887554094,0.08662794150558173,0.09241683810364966,0.1184619758643356,0.0706649060342826,0.09462319168390013,0.06950766432519052,0.005847555749556597,0.10307040869020948,0.07168349097756778,0.07026955193164303,0.15527415509317435,0.04528805165508993,0.030908902486165363,0.10698752076018091
2020-01-01 01:00:00,0.0880765213685877,0.13727569112590715,0.06511120235218722,0.07136253749623019,0.09798671685013116,0.06325682004292806,0.08265404140248017,0.03745078495125365,0.006416831141203836,0.07956214979583141,0.06516381806018307,0.05778361769283519,0.11127060534907322,0.042430851584166485,0.007918860008514005,0.10383397925133799
2020-01-01 02:00:00,0.07361578006370395,0.10150515565685198,0.06452667946908988,0.07332586774639055,0.0862719965916054,0.06517188221800561,0.04008594174790227,0.018553528520796034,0.001503323028290194,0.06223388746672985,0.06588557187248678,0.0599368413289388,0.09689548436333151,0.03947087713316375,0.0003276728337107141,0.0852051903219784
2020-01-01 03:00:00,0.07304184577044319,0.08491294056761498,0.07023332165736779,0.0798342975915647,0.08114314546772078,0.06397303412942325,0.011505795460121303,0.01253631847356659,0.0008752190209681691,0.05103471232395546,0.05680404457391477,0.06498067986731436,0.09478957045312021,0.03164975471745909,0.0,0.0581820572123808
2020-01-01 04:00:00,0.08320027706669826,0.0896301222782509,0.08508736012028713,0.0916907132840624,0.10075469811757405,0.0715502103169759,0.0056881351408615615,0.0054930931602428165,0.0005269128512712866,0.07215710247264188,0.05699064217361749,0.0710893144794539,0.0881346066792806,0.04508443478665321,0.0,0.05174629828509163
2020-01-01 05:00:00,0.0892321736204858,0.0945747366138533,0.09799335517135321,0.10213745575325162,0.12689477088404638,0.0830666691649194,0.00933876653122746,0.0013950276218987758,0.0002594274633071002,0.0999363614063637,0.06553159040563247,0.08012809005438112,0.07839394550697476,0.06520652303508684,0.0,0.051176057142369884
2020-01-01 06:00:00,0.0875084072935815,0.08881208943385704,0.10114949123532165,0.10378110642526664,0.1300707868501252,0.09569090955397662,0.0100745348369374,0.0008342063504886004,0.0,0.10970261751436719,0.08278161871667002,0.09362169340545057,0.06985638655868232,0.08234405050090715,0.0,0.040143322321324566
2020-01-01 07:00:00,0.10549126886853985,0.10992091076046813,0.11428961566850251,0.11840703440647499,0.15974201408087038,0.1196975450889737,0.007610118856617049,0.0005325554243100235,0.00019040956995845622,0.13698685402963676,0.09138114312115837,0.11947129286971747,0.09300531125536152,0.09329786487654143,0.0,0.06344928460962632
2020-01-01 08:00:00,0.1061093339733049,0.07259350196987975,0.12191266405816172,0.1246565814111747,0.14921369505863563,0.12535798783395805,0.0010627476997624814,0.0003841223280414257,0.00039027446235706607,0.13679952013726326,0.09740034739176431,0.12252659189934824,0.09530953332489611,0.09697635968526204,0.0,0.05571421454934513
2020-01-01 09:00:00,0.05611288781259574,0.0013771442806019504,0.06299579844755285,0.06513067320281384,0.055907824460197895,0.05901750396279728,0.0,0.0,0.0,0.05633690777946921,0.03879948262295692,0.05763423209096871,0.034326238180297654,0.03901853202994353,0.0,0.0006393688956117319
2020-01-01 10:00:00,0.022719251953698453,0.00034560448203990664,0.04875411395153968,0.040409765212364446,0.02746110842898001,0.042363235373902165,0.0,0.0,0.0,0.03808468268587698,0.0033923247281242817,0.04335710893269458,0.011151637906342549,0.019054611523946125,0.0,0.0
2020-01-01 11:00:00,0.012837637094111223,0.0,0.02589816283556371,0.020323050957100065,0.003006070657493242,0.033226912707285165,0.0,0.0,0.0,0.014289425479041204,0.0011694906583798478,0.030652796910479178,0.003923617546854456,0.0014757303630604465,0.0,0.0
2020-01-01 12:00:00,0.008766723224540161,0.0,0.00873772225348778,0.006784997734369016,0.0009621479152853973,0.014506825434616188,0.0,0.0,0.0,0.0014949651325450225,0.0009291670680825227,0.012668319776946423,0.005770957937427596,0.0009390318315792707,0.0,0.0
2020-01-01 13:00:00,0.01703976143419353,0.0002491096265954909,0.0031983447230719275,0.00138755093992146,0.0010991599045547785,0.0013801264607049282,0.0,0.0,0.0,0.0027342501029469606,0.0004781208007164251,0.0014479288867875642,0.018087603687460905,0.00040511601890613833,0.0,0.0
2020-01-01 14:00:00,0.02611245594772638,0.0010687292011734707,0.0015418697026819965,0.0010317186124963699,0.008297872309591255,0.000735111875471726,0.0007603125634536244,0.0,0.0,0.017149099727082097,0.0,0.0009060174811120127,0.016533108708126094,0.0,0.00021752695632136726,0.0003293776044658586
2020-01-01 15:00:00,0.030239959557851154,0.013135713299894644,0.0015066398514641656,0.000826361911748749,0.028121725016949223,0.00039173613965900897,0.0015837861821542379,0.0003048419173246895,0.0,0.02788191059835596,0.0,0.0006359200072444342,0.011613800634745678,0.0,0.0009302734549528634,0.00275114003349753
2020-01-01 16:00:00,0.024067384744781296,0.03218357820136874,0.0013505664526247511,0.00035947989794163923,0.0345696565372492,0.00015382868012571647,0.010965023944580475,0.001370393762401506,8.629856545940724e-05,0.02548054659288693,2.654783086839065e-05,0.0002467889411776674,0.016757547076231515,0.0,0.001482661643059425,0.03751428883060131
2020-01-01 17:00:00,0.022697413668913,0.04396440079009611,0.001097707187428194,0.00031720890718347887,0.04519519657870523,0.0,0.038083665900760226,0.0656281265557981,0.0006907535534279019,0.024566840891744577,0.0009067413074518341,0.0,0.03200646553164214,0.0,0.05409998052260455,0.07815244151096717
